training_start_yr,training_last_yr,cds_code,school_status,latitude,longitude,district,enr2011,FRPMpct2011
,,"01751016002356","none",37.67329,-121.8854,"Pleasanton Unified",710,.0295775
,,"01751016066500","none",37.6755,-121.8832,"Pleasanton Unified",1179,.0466497
,,"01751016089361","none",37.6557,-121.8548,"Pleasanton Unified",661,.0393343
,,"01751016108971","none",37.65695,-121.8815,"Pleasanton Unified",1203,.1055694
,,"01751016114318","none",37.69195,-121.8604,"Pleasanton Unified",700,.03
,,"01751016117592","none",37.68542,-121.8983,"Pleasanton Unified",1084,.0701107
,,"01751016117600","none",37.65243,-121.8843,"Pleasanton Unified",696,.0862069
,,"01751196002711","none",37.59295,-121.8848,"Sunol Glen Unified",263,.0570342
,,"02613330230045","none",38.46268,-120.0412,"Alpine County Unified",,
,,"02613330230052","none",38.76619,-119.807,"Alpine County Unified",,
,,"02613336002778","none",38.46268,-120.0412,"Alpine County Unified",7,0
,,"02613336002794","Online only",38.76666,-119.8071,"Alpine County Unified",76,.5657895
,,"03739810330753","none",38.39875,-120.8097,"Amador County Unified",638,.3260188
,,"03739810334755","none",38.35384,-120.7918,"Amador County Unified",645,.3054264
,,"03739816002810","none",38.35029,-120.9316,"Amador County Unified",459,.4836601
,,"03739816002828","none",38.35157,-120.7732,"Amador County Unified",408,.4656863
,,"03739816002844","none",38.39914,-120.6765,"Amador County Unified",271,.4280443
,,"03739816002851","none",38.43623,-120.547,"Amador County Unified",219,.5068493
,,"03739816002869","none",38.48015,-120.8517,"Amador County Unified",230,.526087
,,"03739816002877","none",38.39877,-120.81,"Amador County Unified",348,.433908
,,"03739816107387","none",38.35262,-120.7818,"Amador County Unified",301,.4219269
,,"03739816107395","none",38.35264,-120.777,"Amador County Unified",361,.2797784
,,"04613826002919","none",39.3909,-121.4074,"Bangor Union Elementary",126,.6666667
,,"04614080109868","none",,,"Biggs Unified",,
,,"04614080430827","none",39.41592,-121.7071,"Biggs Unified",175,.8057143
,,"04614086002943","none",39.41496,-121.7038,"Biggs Unified",249,.8393574
,,"04614086002950","Online only",39.49536,-121.7494,"Biggs Unified",35,.4
,,"04614086113435","none",39.41592,-121.7071,"Biggs Unified",88,.8636364
,,"04614240110551","none",39.78076,-121.9557,"Chico Unified",142,.6971831
,,"04614240118042","none",39.88468,-121.6672,"Chico Unified",94,
,,"04614240120394","none",39.73557,-121.8454,"Chico Unified",272,.2242647
,,"04614240120576","none",37.8372,-122.3025,"Chico Unified",2,
,,"04614240121269","none",39.73386,-121.8258,"Chico Unified",55,
,,"04614240121475","none",,,"Chico Unified",97,
,,"04614240123810","none",,,"Chico Unified",,
,,"04614240431676","Online only",39.73572,-121.845,"Chico Unified",1810,.3707182
,,"04614240437558","none",39.76009,-121.8172,"Chico Unified",1958,.3059244
,,"04614246002968","Online only",39.7267,-121.8148,"Chico Unified",324,.9166667
,,"04614246002976","Online only",39.73865,-121.8521,"Chico Unified",397,.8539043
,,"04614246002984","none",,,"Chico Unified",,
,,"04614246002992","none",,,"Chico Unified",,
,,"04614246003024","Online only",39.7616,-121.8396,"Chico Unified",612,.748366
,,"04614246003032","Online only",39.76055,-121.8146,"Chico Unified",558,.3387097
,,"04614246003040","Online only",39.7494,-121.8323,"Chico Unified",434,.4746544
,,"04614246003057","none",,,"Chico Unified",,
,,"04614246003073","Online only",39.74235,-121.814,"Chico Unified",243,.691358
,,"04614246003081","Online only",39.72324,-121.8519,"Chico Unified",531,.5612053
,,"04614246003099","Online only",39.77993,-121.8837,"Chico Unified",670,.2910448
,,"04614246057129","none",39.75871,-121.8377,"Chico Unified",666,.472973
,,"04614246057137","Online only",39.73462,-121.8403,"Chico Unified",560,.5357143
,,"04614246109722","Online only",39.73392,-121.798,"Chico Unified",559,.5313059
,,"04614246111116","Online only",39.73404,-121.8705,"Chico Unified",663,.4374057
,,"04614246113773","none",39.72448,-121.8336,"Chico Unified",515,
,,"04614246116610","none",39.73886,-121.7964,"Chico Unified",572,.3793706
,,"04614246119523","none",,,"Chico Unified",,
,,"04614320433201","none",39.64627,-121.8031,"Durham Unified",354,.3813559
,,"04614326003115","none",39.64602,-121.803,"Durham Unified",421,.4085511
,,"04614326105761","none",39.64855,-121.8027,"Durham Unified",255,.4117647
,,"04614400121509","none",,,"Feather Falls Union Elementary",29,.8275862
,,"04614406003123","none",39.59303,-121.2521,"Feather Falls Union Elementary",21,1
,,"04614570125252","none",,,"Golden Feather Union Elementary",,
,,"04614576003131","none",39.73051,-121.5282,"Golden Feather Union Elementary",114,.877193
,,"04614576003149","none",39.65247,-121.5623,"Golden Feather Union Elementary",,
,,"04614996003198","none",39.33443,-121.6586,"Manzanita Elementary",290,.4862069
,,"04615070110072","none",39.50603,-121.5283,"Oroville City Elementary",376,.6781915
,,"04615076003214","none",39.51102,-121.5606,"Oroville City Elementary",166,.933735
,,"04615076003230","none",39.50188,-121.5405,"Oroville City Elementary",293,.7269624
,,"04615076003248","none",,,"Oroville City Elementary",,
,,"04615076003255","none",39.47987,-121.5451,"Oroville City Elementary",351,.945869
,,"04615076003263","none",39.50017,-121.4939,"Oroville City Elementary",536,.5391791
,,"04615076003271","none",39.51325,-121.5361,"Oroville City Elementary",598,.7909699
,,"04615076094957","none",39.50126,-121.5422,"Oroville City Elementary",330,.9060606
,,"04615150430116","none",39.51038,-121.5436,"Oroville Union High",,
,,"04615150434803","none",39.48066,-121.541,"Oroville Union High",1275,.6698039
,,"04615150435602","none",39.51459,-121.5454,"Oroville Union High",1267,.6550907
,,"04615230110510","none",39.4735,-121.5343,"Palermo Union Elementary",304,.8223684
,,"04615236003289","none",39.4754,-121.5355,"Palermo Union Elementary",595,.8218488
,,"04615236003297","none",39.43586,-121.5463,"Palermo Union Elementary",410,.8634146
,,"04615236089080","none",39.32881,-121.5352,"Palermo Union Elementary",15,.8
,,"04615310110338","none",39.76024,-121.6212,"Paradise Unified",212,
,,"04615310121715","none",,,"Paradise Unified",18,.6111111
,,"04615310430132","none",,,"Paradise Unified",,
,,"04615310437350","none",39.76164,-121.6141,"Paradise Unified",1266,.4992101
,,"04615316003313","Online only",39.75143,-121.6113,"Paradise Unified",587,.6269165
,,"04615316003321","none",39.75069,-121.6132,"Paradise Unified",479,.6597077
,,"04615316003339","none",39.77568,-121.5809,"Paradise Unified",448,.5803571
,,"04615316105522","none",39.81377,-121.6037,"Paradise Unified",541,.7763401
,,"04615316112585","none",39.76552,-121.6169,"Paradise Unified",118,.4576271
,,"04615316112999","none",39.77314,-121.5968,"Paradise Unified",107,.2429907
,,"04615316113526","none",39.85325,-121.596,"Paradise Unified",239,.6861925
,,"04615316113765","none",39.78368,-121.5785,"Paradise Unified",241,.2614108
,,"04615316113781","none",,,"Paradise Unified",,
,,"04615490102327","none",39.51972,-121.5749,"Thermalito Union Elementary",241,.780083
,,"04615496003354","none",39.52521,-121.5794,"Thermalito Union Elementary",450,.8933333
,,"04615496003362","Online only",39.5124,-121.6111,"Thermalito Union Elementary",193,.8134715
,,"04615496003370","none",39.50974,-121.5887,"Thermalito Union Elementary",415,.8891566
,,"04733796002927","none",39.62543,-121.3724,"Pioneer Union Elementary",78,.7692308
,,"04755070433953","none",39.36786,-121.6815,"Gridley Unified",679,.4992636
,,"04755076003156","none",39.36271,-121.6978,"Gridley Unified",317,.7381703
,,"04755076003164","none",39.36258,-121.6994,"Gridley Unified",453,.7240618
,,"04755076003172","none",39.36286,-121.6909,"Gridley Unified",583,.761578
,,"05615560532507","none",38.0811,-120.5518,"Bret Harte Union High",752,.3843085
,,"05615640530030","none",,,"Calaveras Unified",,
,,"05615640531509","none",38.20045,-120.6838,"Calaveras Unified",1018,.2976424
,,"05615646003404","none",38.29741,-120.7062,"Calaveras Unified",101,.3960396
,,"05615646003420","none",38.33736,-120.5163,"Calaveras Unified",86,.9069768
,,"05615646003438","none",38.19588,-120.6729,"Calaveras Unified",293,.6757679
,,"05615646003446","none",38.19042,-120.8318,"Calaveras Unified",523,.5525813
,,"05615646003453","none",38.39893,-120.5258,"Calaveras Unified",97,.7835051
,,"05615646105431","none",38.21446,-120.7608,"Calaveras Unified",537,.4227188
,,"05615646108518","none",38.13951,-120.8647,"Calaveras Unified",591,.4483925
,,"05615726003388","none",37.98153,-120.6416,"Mark Twain Union Elementary",267,.6067415
,,"05615726003461","none",38.07587,-120.5503,"Mark Twain Union Elementary",514,.5603113
,,"05615806003396","none",38.27272,-120.338,"Vallecito Union",181,.480663
,,"05615806088975","none",38.13385,-120.4546,"Vallecito Union",233,.3304721
,,"05615806111884","none",38.20435,-120.3676,"Vallecito Union",249,.3895582
,,"06615980631259","none",39.20082,-122.0207,"Colusa Unified",344,.5959302
,,"06615986003495","none",39.20749,-122.0091,"Colusa Unified",423,.7872341
,,"06615986057152","none",39.21051,-122.014,"Colusa Unified",480,.7854167
,,"06616060634758","none",39.27623,-122.2035,"Maxwell Unified",139,.4532374
,,"06616066003503","none",39.27983,-122.1934,"Maxwell Unified",242,.7231405
,,"06616140635250","none",39.00938,-122.056,"Pierce Joint Unified",354,.5960452
,,"06616146003511","none",39.01656,-122.0595,"Pierce Joint Unified",551,.6642468
,,"06616146003537","none",39.06957,-121.8974,"Pierce Joint Unified",79,.8481013
,,"06616146103576","none",39.00716,-122.056,"Pierce Joint Unified",314,.5700637
,,"06616220118729","none",39.15491,-122.1562,"Williams Unified",278,.8597122
,,"06616220118737","none",39.15503,-122.1565,"Williams Unified",194,.7938144
,,"06616220630129","none",,,"Williams Unified",,
,,"06616220637504","none",39.15525,-122.1566,"Williams Unified",354,.6723164
,,"06616226003552","none",39.1525,-122.1596,"Williams Unified",428,.8387851
,,"07616300730226","none",,,"Acalanes Union High",,
,,"07616300730283","none",37.90478,-122.0976,"Acalanes Union High",1416,.0240113
,,"07616300731125","Online only",37.8635,-122.1246,"Acalanes Union High",1333,.0105026
,,"07616300733725","none",37.89045,-122.0556,"Acalanes Union High",1468,.0769755
,,"07616300734244","none",37.84116,-122.1474,"Acalanes Union High",1277,.0109632
,,"07616480100461","Online only",37.95625,-121.7919,"Antioch Unified",724,.5290055
,,"07616480100479","Online only",37.96918,-121.7986,"Antioch Unified",1360,.4580882
,,"07616480106583","none",37.9683,-121.7527,"Antioch Unified",521,.4049904
,,"07616480113761","none",38.00006,-121.7403,"Antioch Unified",504,.4722222
,,"07616480115063","none",38.01099,-121.821,"Antioch Unified",156,.1089744
,,"07616480119586","none",38.00549,-121.8036,"Antioch Unified",139,.6978417
,,"07616480730465","none",37.969,-121.7777,"Antioch Unified",2805,
,,"07616480730804","none",,,"Antioch Unified",,
,,"07616480730861","none",38.00663,-121.8173,"Antioch Unified",2198,
,,"07616486003578","Online only",37.99536,-121.7994,"Antioch Unified",598,.6688963
,,"07616486003594","none",38.00739,-121.8113,"Antioch Unified",550,.9090909
,,"07616486003602","none",38.00689,-121.8018,"Antioch Unified",508,.8307087
,,"07616486003610","none",37.99971,-121.8162,"Antioch Unified",526,.8745247
,,"07616486003628","none",37.98466,-121.8128,"Antioch Unified",536,.4738806
,,"07616486003636","none",38.00243,-121.851,"Antioch Unified",525,.8685714
,,"07616486057178","none",38.00544,-121.8122,"Antioch Unified",789,.8479087
,,"07616486061154","none",37.99241,-121.8128,"Antioch Unified",1002,.6636726
,,"07616486084941","none",37.99656,-121.8324,"Antioch Unified",676,.7884616
,,"07616486108989","none",37.9773,-121.7945,"Antioch Unified",652,.4125767
,,"07616486110514","none",37.97229,-121.7741,"Antioch Unified",614,.5618892
,,"07616486113104","none",37.96981,-121.7678,"Antioch Unified",903,.5603544
,,"07616486115380","none",37.98563,-121.7674,"Antioch Unified",526,.5627376
,,"07616486115703","none",37.98853,-121.8272,"Antioch Unified",197,.071066
,,"07616486117501","none",37.95616,-121.7694,"Antioch Unified",667,.5082459
,,"07616550102376","none",37.9552,-121.7363,"Brentwood Union Elementary",896,.234375
,,"07616550108019","Online only",37.95275,-121.7073,"Brentwood Union Elementary",720,.5097222
,,"07616550110528","none",37.91895,-121.7555,"Brentwood Union Elementary",1076,.2230483
,,"07616556003644","none",37.92822,-121.7079,"Brentwood Union Elementary",751,.4234354
,,"07616556003651","none",37.93137,-121.6912,"Brentwood Union Elementary",856,.4158879
,,"07616556070981","none",37.92776,-121.6904,"Brentwood Union Elementary",816,.4338235
,,"07616556109730","none",37.93008,-121.7305,"Brentwood Union Elementary",580,.2689655
,,"07616556112718","none",37.9376,-121.7158,"Brentwood Union Elementary",1033,.2449177
,,"07616556117410","none",37.94052,-121.7357,"Brentwood Union Elementary",661,.172466
,,"07616556119754","none",37.919,-121.7373,"Brentwood Union Elementary",906,.1699779
,,"07616636003669","Online only",37.87888,-121.6391,"Byron Union Elementary",583,.2795883
,,"07616636101943","Online only",37.90093,-121.5967,"Byron Union Elementary",506,.3418972
,,"07616636119838","none",37.90775,-121.6192,"Byron Union Elementary",580,.1793104
,,"07616716003677","none",37.825,-122.1588,"Canyon Elementary",70,.1285714
,,"07616970737023","none",38.05357,-122.2211,"John Swett Unified",542,.3505535
,,"07616976003685","none",38.05057,-122.2222,"John Swett Unified",364,.4230769
,,"07616976003701","Online only",38.03007,-122.2697,"John Swett Unified",780,.5564103
,,"07617050117275","none",37.93574,-121.6205,"Knightsen Elementary",,
,,"07617056003719","none",37.9688,-121.6617,"Knightsen Elementary",481,.2869023
,,"07617136003727","none",37.86344,-122.0923,"Lafayette Elementary",692,.0115607
,,"07617136003743","none",37.90425,-122.142,"Lafayette Elementary",489,.0122699
,,"07617136003750","none",37.88882,-122.1172,"Lafayette Elementary",511,.0391389
,,"07617136003768","none",37.88744,-122.1132,"Lafayette Elementary",1073,.0438024
,,"07617136003792","none",37.90878,-122.1025,"Lafayette Elementary",446,.0313901
,,"07617210107797","none",37.92517,-121.7525,"Liberty Union High",2156,.0946197
,,"07617210730150","none",,,"Liberty Union High",,
,,"07617210730457","none",37.96905,-121.7158,"Liberty Union High",2476,.1785137
,,"07617210733980","none",37.93488,-121.6951,"Liberty Union High",2134,.1940019
,,"07617390730069","none",,,"Martinez Unified",,
,,"07617390730549","Online only",38.00252,-122.1337,"Martinez Unified",1259,.1667991
,,"07617396003826","Online only",37.9989,-122.1194,"Martinez Unified",402,.4228856
,,"07617396003834","Online only",37.98229,-122.1254,"Martinez Unified",385,.1480519
,,"07617396003842","Online only",38.00887,-122.0926,"Martinez Unified",384,.5572917
,,"07617396003875","Online only",38.00157,-122.0983,"Martinez Unified",544,.1378676
,,"07617396057186","Online only",38.0148,-122.1325,"Martinez Unified",891,.2794613
,,"07617476003909","none",37.82293,-122.1246,"Moraga Elementary",401,.0074813
,,"07617476003917","Online only",37.85759,-122.133,"Moraga Elementary",367,.0163488
,,"07617476003925","none",37.82694,-122.1306,"Moraga Elementary",630,.0111111
,,"07617476003933","none",37.84764,-122.1383,"Moraga Elementary",348,.0057471
,,"07617540106088","none",38.01181,-121.9674,"Mt. Diablo Unified",748,.565508
,,"07617540730044","none",37.91003,-122.0109,"Mt. Diablo Unified",1490,.0510067
,,"07617540730168","none",,,"Mt. Diablo Unified",,
,,"07617540731646","none",37.96386,-122.0717,"Mt. Diablo Unified",1993,.141997
,,"07617540731836","none",37.97821,-121.9877,"Mt. Diablo Unified",1567,.2629228
,,"07617540734566","none",37.98303,-122.0358,"Mt. Diablo Unified",1529,.5042511
,,"07617540735670","none",0,0,"Mt. Diablo Unified",,
,,"07617540737809","none",37.93669,-122.0232,"Mt. Diablo Unified",1301,.4757878
,,"07617546003958","none",37.96527,-121.9606,"Mt. Diablo Unified",431,.2969837
,,"07617546003966","none",37.92897,-122.0366,"Mt. Diablo Unified",460,.126087
,,"07617546003974","none",38.02051,-121.9387,"Mt. Diablo Unified",451,.864745
,,"07617546003982","none",37.95416,-122.0457,"Mt. Diablo Unified",689,.9230769
,,"07617546004030","none",37.97604,-121.9926,"Mt. Diablo Unified",871,.5097589
,,"07617546004048","none",37.96812,-122.0129,"Mt. Diablo Unified",469,.6034115
,,"07617546004055","none",37.94408,-122.0506,"Mt. Diablo Unified",338,.7544379
